session_depth;demo.guru99.com%3D1%7C224278574%3D1;demo.guru99.com;/;Thu May 16 11:39:54 IST 2019;false
bfp_sn_pl;1557985197_803450783005;.guru99.com;/;Thu May 16 11:39:55 IST 2019;false
bafp;0efcf360-779d-11e9-9b3a-8be14e8c371e;.demo.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_ga;GA1.2.405580623.1557985194;.guru99.com;/;Sat May 15 11:10:12 IST 2021;false
_gat_gtag_UA_1248015_24;1;.guru99.com;/;Thu May 16 11:10:54 IST 2019;false
bfp_sn_rf_8b2087b102c9e3e5ffed1c1478ed8b78;Direct;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
Selenium;abc123;demo.guru99.com;/test/cookie;null;false
bfp_sn_rt_8b2087b102c9e3e5ffed1c1478ed8b78;1557985198720;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_gid;GA1.2.745562170.1557985194;.guru99.com;/;Fri May 17 11:10:12 IST 2019;false
